Country,Position,Track Name,Artist,Streams,URL
australia,25,"Rover (Remix) [feat. Hooligan Hefs, Youngn Lipz and Hooks]",S1mba,90323,https://open.spotify.com/track/052Yyc2Jglj64e5CMbqdF4
australia,26,Before You Go,Lewis Capaldi,89875,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
australia,27,GOOBA,6ix9ine,89462,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
australia,28,Look into My Eyes,Brando,89404,https://open.spotify.com/track/7qF4tAE0PF6XJFEor6jQni
australia,29,WHATS POPPIN,Jack Harlow,87884,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
australia,30,Circles,Post Malone,87791,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
australia,31,Lose Somebody,Kygo,84691,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
australia,32,Secrets,Regard,84691,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
australia,33,Chicago Freestyle (feat. Giveon),Drake,83831,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
australia,34,Dance Monkey,Tones And I,82623,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
australia,35,If the World Was Ending - feat. Julia Michaels,JP Saxe,82326,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
australia,36,Pump It Up,Endor,81805,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y
australia,37,The Box,Roddy Ricch,79540,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
australia,38,THE SCOTTS,THE SCOTTS,78289,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
australia,39,Live In Life,The Rubens,78121,https://open.spotify.com/track/5zpGxLGLxQvgQzO8jYTzAU
australia,40,Adore You,Harry Styles,76654,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
australia,41,In Your Eyes,The Weeknd,76619,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
australia,42,Rover (feat. DTG),S1mba,72765,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
australia,43,After Party,Don Toliver,72024,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
australia,44,Ride It,Regard,71915,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
australia,45,July,Noah Cyrus,70840,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
australia,46,Boss Bitch,Doja Cat,70344,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k
australia,47,You should be sad,Halsey,69681,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK
