Country,Position,Track Name,Artist,Streams,URL
brazil,17,S de Saudade,Luíza & Maurílio,279959,https://open.spotify.com/track/3J5Pu25BODMex4Jpy4l6FL
brazil,18,Roses - Imanbek Remix,SAINt JHN,276620,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
brazil,19,Vai Ter Que Aguentar,Mc Don Juan,259378,https://open.spotify.com/track/5GAdMAL3tRJkVN1HtwohK2
brazil,20,Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Maverick Sabre,257320,https://open.spotify.com/track/5PNvgiKSwMdjBsDsgFCFLX
brazil,21,Blinding Lights,The Weeknd,247698,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
brazil,22,água com açúcar - ao vivo,Luan Santana,246968,https://open.spotify.com/track/6nI98wtHOJAYSASq22TCYu
brazil,23,death bed (coffee for your head) (feat. beabadoobee),Powfu,246077,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
brazil,24,Despedida - Ao Vivo,Wesley Safadão,242357,https://open.spotify.com/track/5LpLYzpV0HWKI2DlPmNywg
brazil,25,Mentira - Ao Vivo,Felipe Araújo,239858,https://open.spotify.com/track/146Vb458Y5RbqEa0fYFPzm
brazil,26,Libera Ela - Ao Vivo,Maiara & Maraisa,232399,https://open.spotify.com/track/0SJtvFn4vqgJPscSbEPaql
brazil,27,Não Vai Embora,Dilsinho,224062,https://open.spotify.com/track/28atBekPVlTdnU4M9Z7udd
brazil,28,Rain On Me (with Ariana Grande),Lady Gaga,219819,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
brazil,29,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,214703,https://open.spotify.com/track/5L8ZEyIdZ2KE4Wf51SsuOF
brazil,30,Dance Monkey,Tones And I,213811,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
brazil,31,menina solta,Giulia Be,210255,https://open.spotify.com/track/2MOq63fxuFLYQM3CsDcFs1
brazil,32,Cheirosa - Ao Vivo,Jorge & Mateus,208063,https://open.spotify.com/track/2PWjKmjyTZeDpmOUa3a5da
